2.6499	0.114776
2.6499	0.114846
2.6501	0.114798
2.6501	0.11497
2.7937	0.136507
2.7937	0.136502
2.7939	0.136547
2.7939	0.136538
2.9375	0.159259
2.9376	0.159229
2.9377	0.159251
2.9377	0.159285
3.0814	0.182877
3.0814	0.182901
3.0815	0.182888
3.0815	0.182907
3.2252	0.207319
3.2252	0.207329
3.2254	0.207353
3.2254	0.207362
3.369	0.232521
3.369	0.232523
3.3692	0.232562
3.3692	0.232563
3.5128	0.258458
3.5128	0.258459
3.513	0.258495
3.513	0.258496
3.6566	0.285096
3.6566	0.285098
3.6568	0.285133
3.6568	0.285137
3.8005	0.312468
3.8005	0.312456
3.8006	0.312472
3.8006	0.312469
3.9304	0.337663
3.9304	0.33767
3.9306	0.337694
3.9306	0.337696
4.0603	0.363504
4.0603	0.363483
4.0605	0.363538
4.0605	0.363523
4.1903	0.389978
4.1903	0.389964
4.1905	0.390023
4.1905	0.390007
4.3203	0.41709
4.3203	0.417079
4.3205	0.417134
4.3205	0.41712
4.4502	0.44482
4.4502	0.444809
4.4504	0.444866
4.4504	0.444851
4.5802	0.473229
4.5802	0.473215
4.5804	0.473274
4.5804	0.47326
4.7102	0.502304
4.7102	0.502296
4.7103	0.502326
4.7103	0.502319
4.8401	0.532041
4.8401	0.532029
4.8403	0.532084
4.8403	0.532073
4.9701	0.56247
4.9701	0.562488
4.9702	0.562501
4.9702	0.562512
5.1001	0.593664
5.1002	0.593688
5.1002	0.593664
5.1003	0.593696
5.2499	0.63089
5.25	0.630918
5.25	0.63093
5.2503	0.631036
5.3997	0.669136
5.3998	0.66916
5.3998	0.669151
5.4001	0.669249
5.5495	0.708322
5.5496	0.708352
5.5496	0.708352
5.5499	0.708444
5.6993	0.748469
5.6994	0.748491
5.6994	0.748487
5.6997	0.74857
5.8328	0.784921
5.8329	0.784954
5.8329	0.784951
5.8332	0.78503
5.9663	0.822153
5.9664	0.822179
5.9664	0.822168
5.9668	0.822272
6.0998	0.860129
6.0999	0.860159
6.0999	0.86015
6.1003	0.860245
6.2333	0.898861
6.2335	0.898921
6.2335	0.898909
6.2338	0.898972
6.3669	0.938374
6.367	0.938407
6.367	0.938393
6.3673	0.938454
6.5004	0.978603
6.5005	0.978636
6.5005	0.978627
6.5008	0.978681
6.6339	1.01957
6.634	1.019603
6.634	1.019591
6.6343	1.019642
6.7674	1.061249
6.7675	1.061289
6.7675	1.061288
6.7678	1.061342
6.9009	1.10365
6.901	1.103684
6.901	1.10368
6.9013	1.103743
7.0342	1.146842
7.0343	1.146882
7.0343	1.146872
7.0346	1.146924
7.1674	1.190845
7.1676	1.190912
7.1676	1.190903
7.1679	1.19096
7.3007	1.2357
7.3008	1.235736
7.3008	1.235723
7.3011	1.235784
7.434	1.281386
7.4341	1.281423
7.4341	1.281408
7.4344	1.28147
7.5673	1.327892
7.5674	1.327929
7.5674	1.327919
7.5677	1.327983
7.7005	1.375172
7.7006	1.37521
7.7006	1.375198
7.7009	1.375264
7.8338	1.423291
7.8339	1.423329
7.8339	1.423317
7.8342	1.423383
7.9671	1.472189
7.9672	1.472229
7.9672	1.472228
7.9675	1.472299
8.1004	1.521847
8.1005	1.521887
8.1005	1.521886
8.1008	1.521962
8.2304	1.570991
8.2305	1.571033
8.2305	1.571025
8.2308	1.571097
8.3605	1.620994
8.3606	1.621033
8.3606	1.621029
8.3609	1.621103
8.4905	1.67178
8.4906	1.671822
8.4906	1.671807
8.4909	1.67188
8.6206	1.723414
8.6207	1.723456
8.6207	1.72345
8.621	1.723518
8.7506	1.775822
8.7508	1.775904
8.7508	1.775893
8.751	1.775924
8.8807	1.829054
8.8808	1.8291
8.8808	1.829097
8.8811	1.829173
9.0108	1.883096
9.0109	1.883139
9.0109	1.883138
9.0112	1.883206
9.1419	1.938358
9.142	1.938409
9.142	1.938399
9.1423	1.938472
9.2731	1.994581
9.2732	1.994631
9.2732	1.994625
9.2735	1.994694
9.4043	2.051711
9.4044	2.051762
9.4044	2.05175
9.4047	2.05182
9.5354	2.109699
9.5355	2.109748
9.5355	2.109738
9.5358	2.109794
9.6666	2.168617
9.6667	2.168668
9.6667	2.168659
9.667	2.168724
9.7978	2.228402
9.7979	2.228454
9.7979	2.228446
9.7982	2.22851
9.9289	2.289005
9.929	2.289063
9.929	2.289061
9.9293	2.289129
10.0601	2.350513
10.0602	2.350567
10.0602	2.350565
10.0605	2.350628
10.1902	2.412319
10.1903	2.412376
10.1903	2.412369
10.1905	2.412392
10.3202	2.47505
10.3203	2.475106
10.3203	2.475097
10.3206	2.475158
10.4503	2.538791
10.4504	2.538849
10.4504	2.53884
10.4506	2.538848
10.5803	2.603436
10.5804	2.603495
10.5804	2.603485
10.5807	2.603537
10.7104	2.669077
10.7105	2.669134
10.7105	2.669124
10.7107	2.669122
10.8404	2.735606
10.8405	2.735662
10.8405	2.735653
10.8408	2.735703
10.9704	2.80306
10.9706	2.803177
10.9706	2.803175
10.9708	2.803167
11.1005	2.871515
11.1006	2.871575
11.1006	2.871572
11.1009	2.871623
11.2341	2.94265
11.2342	2.942709
11.2342	2.942701
11.2345	2.942752
11.3677	3.014926
11.3678	3.014984
11.3678	3.014976
11.3681	3.015027
11.5013	3.088343
11.5014	3.088402
11.5014	3.088394
11.5017	3.088445
11.6349	3.162885
11.635	3.162944
11.635	3.162936
11.6353	3.162991
11.7685	3.238529
11.7686	3.238584
11.7686	3.238576
11.7689	3.238632
11.9021	3.315241
11.9022	3.315296
11.9022	3.315289
11.9025	3.315343
12.0357	3.392998
12.0358	3.39306
